gsis_id,pfr_id,name,merge_name,birthdate,college,yamplayer_id
00-0017502,WhisKe00,Ken Whisenhunt,ken whisenhunt,1962-02-28,Georgia Tech,YAMP_621dfa3c0beb
00-0028028,MarsCu01,Curtis Marsh,curtis marsh,1988-03-01,Utah State,YAMP_621f19b8692d
,,Calvin Fance,calvin fance,,Rice,YAMP_621ff91fea12
00-0013325,QuerJe00,Jeff Query,jeff query,1967-03-07,Millikin University,YAMP_6220ccbfaa3c
00-0017115,,John Walsh,john walsh,1972-12-12,BYU,YAMP_6224516ac6b1
WAR371569,WareTi20,Timmie Ware,timmie ware,1962-04-02,USC,YAMP_622c3892d1ec
00-0037311,KiefKo00,Ko Kieft,ko kieft,1998-01-20,Minnesota,YAMP_62333cd8060a
00-0040589,RourKu01,Kurtis Rourke,kurtis rourke,2000-10-25,Indiana,YAMP_6233eb0892bd
00-0036376,BiadTy00,Tyler Biadasz,tyler biadasz,1997-11-20,Wisconsin,YAMP_6234f2036f96
00-0026474,,Marquis Floyd,marquis floyd,1980-03-17,West Georgia,YAMP_6236b3514c5a
,,Scott Meyer,scott meyer,,Vanderbilt,YAMP_623a74dc3fbc
00-0037034,AlfoDe00,Dee Alford,dee alford,1997-11-05,Tusculum College,YAMP_623be39580d7
00-0019053,GleaSt20,Steve Gleason,steve gleason,1977-03-19,Washington State,YAMP_6241748f2445
00-0035161,,John Lovett,john lovett,1996-04-25,Princeton,YAMP_62454862488e
,NortBr01,Bradley Northnagel,bradley northnagel,,California,YAMP_62487750b3c0
00-0029502,MabiJo00,Jordan Mabin,jordan mabin,1988-10-31,Northwestern,YAMP_6248e08e86c1
,,Jamil Soriano,jamil soriano,,Harvard,YAMP_624b0ddf6c7a
CRA526708,CravBi20,Bill Craven,bill craven,1951-12-18,Harvard,YAMP_624c46331e47
00-0013809,RobeAl00,Alfredo Roberts,alfredo roberts,1965-03-01,Miami,YAMP_624ca4dfe96c
GRI302016,GrifSt20,Steve Griffin,steve griffin,1964-08-14,Tennessee State,YAMP_624cb61c4615
00-0026275,SittJo20,Josh Sitton,josh sitton,1986-06-16,UCF,YAMP_624fae7c16a6
00-0036166,JackDa02,Dane Jackson,dane jackson,1996-11-29,Pittsburgh,YAMP_62515d3b2ac5
SPO207645,,Jacob Spomer,jacob spomer,,Fresno State; Diablo Valley College,YAMP_6259e20d58ca
,,Ralph Warthen,ralph warthen,,Gardner-Webb,YAMP_625aec31a250
LEE699424,LeexWi20,Willie Lee,willie lee,1950-07-13,Bethune-Cookman College,YAMP_625bf6029305
00-0025511,WrotMa20,Mansfield Wrotto,mansfield wrotto,1984-10-12,Georgia Tech,YAMP_6264cc2bc0c8
00-0025819,McGeRi01,Richmond McGee,richmond mcgee,1983-04-25,Texas,YAMP_6268ed6035b9
LIT711924,littlste01,Steve Little,steve little,1956-02-19,Arkansas,YAMP_626946b6b512
SHU553720,ShumMa20,Mark Shumate,mark shumate,1960-03-30,Wisconsin,YAMP_62698c955e74
00-0026898,SancMa00,Mark Sanchez,mark sanchez,1986-11-11,USC,YAMP_62698e0ebc54
00-0006464,GrigDa20,David Griggs,david griggs,1967-02-05,Virginia,YAMP_626a16cdaee0
00-0005785,GarnSa20,Sam Garnes,sam garnes,1974-07-12,Cincinnati,YAMP_62725b1377e4
00-0021129,JennMi00,Mike Jennings,mike jennings,1979-09-07,Florida State; Grambling State,YAMP_6272d167f8ca
00-0024743,,Mike Jones,mike jones,1985-06-25,Iowa,YAMP_6273877c93eb
00-0037337,JollSh00,Shaun Jolly,shaun jolly,1998-10-17,Appalachian State,YAMP_627a06649d5f
00-0030071,ThorHu00,Hugh Thornton,hugh thornton,1991-06-28,Illinois,YAMP_627a0f6c3d31
00-0015748,StokEr21,Eric Stokes,eric stokes,1973-12-18,Nebraska,YAMP_627c441c59ec
00-0015514,StacSi20,Siran Stacy,siran stacy,1968-08-06,Alabama; Coffeyville CC,YAMP_627da36bc4d4
BYR761365,ByruCa00,Carl Byrum,carl byrum,1963-06-29,Mississippi Valley State University,YAMP_627e39dd2e90
LUC059327,LucaJe20,Jeff Lucas,jeff lucas,1964-05-30,West Virginia,YAMP_628272667c22
00-0018056,WilsRo01,Robert Wilson,robert wilson,1974-06-23,Florida A&M,YAMP_6284dae38775
00-0028838,DonnLa00,Larry Donnell,larry donnell,1988-11-01,Grambling State,YAMP_6285a2daf21b
,,Richard Calvin,richard calvin,,Washington St.,YAMP_6289e9146aac
00-0038368,JohnQu01,Quindell Johnson,quindell johnson,1999-11-05,Memphis,YAMP_628e916872cd
00-0039861,NubiTy00,Tyler Nubin,tyler nubin,2001-06-14,Minnesota,YAMP_628fb5ad5c4c
DUR369148,DurhSt20,Steve Durham,steve durham,1958-10-11,Clemson,YAMP_628fec2b229d
,,Rick Aeilts,rick aeilts,,SE Missouri St.,YAMP_629397719d31
00-0031345,GaroJi00,Jimmy Garoppolo,jimmy garoppolo,1991-11-02,Eastern Illinois,YAMP_6296573ac0d9
00-0010334,ManiJa20,Jason Maniecki,jason maniecki,1972-08-15,Wisconsin,YAMP_6297439bb0d4
00-0033896,ShahAd00,Adam Shaheen,adam shaheen,1994-10-24,Ashland; Pittsburgh-Johnstown,YAMP_629ae6796a0b
JEN207640,JenkFl20,Fletcher Jenkins,fletcher jenkins,1959-11-04,Washington,YAMP_629d2c0fa875
TOL453042,TollSt20,Stuart Tolle,stuart tolle,1962-02-07,Bowling Green,YAMP_62a11d9e22aa
00-0016269,ThomHe00,Henry Thomas,henry thomas,1965-01-12,LSU,YAMP_62a2f1098c4f
BEE682938,BeerEv00,Evan Beerntsen,evan beerntsen,2000-09-19,Northwestern; South Dakota State,YAMP_62a5018963a6
00-0019109,MontSc00,Scottie Montgomery,scottie montgomery,1978-05-26,Duke,YAMP_62a83dc10586
00-0004752,,Brian Edwards,brian edwards,1976-06-06,East Tennessee State,YAMP_62a99616a6bc
00-0037569,HendPe01,Peyton Hendershot,peyton hendershot,1999-04-23,Indiana,YAMP_62ac2ae434a0
00-0012041,NeviTo20,Tom Neville,tom neville,1961-09-04,Fresno State; Weber State,YAMP_62aed8228484
SIM474588,SimpAl20,Al Simpson,al simpson,1951-07-27,Colorado State; McCook Community College,YAMP_62b2ceaa981a
00-0022942,RivePh00,Philip Rivers,philip rivers,1981-12-08,N.C. State,YAMP_62b669738c8a
00-0031413,SankBi00,Bishop Sankey,bishop sankey,1992-09-15,Washington,YAMP_62ba90c8ae76
GUR131030,,Patrick Gurd,patrick gurd,2002-02-18,Cincinnati; Ohio State,YAMP_62bc6756466c
00-0033831,WyliAn00,Andrew Wylie,andrew wylie,1994-08-19,Eastern Michigan,YAMP_62bdd10bd049
00-0003389,ConrJ.20,J.R. Conrad,j.r. conrad,1974-02-02,Oklahoma,YAMP_62c2ef8799e4
00-0020133,,Frank Rice,frank rice,1978-02-02,Colorado State,YAMP_62c4e9e2fe7a
00-0001752,BricWi20,Will Brice,will brice,1974-10-24,Virginia,YAMP_62c999523db4
00-0038854,RushTh00,Thomas Rush,thomas rush,2000-01-31,Minnesota,YAMP_62cbba3a947c
,,Cam Quayle,cam quayle,,Weber St.,YAMP_62cdcfbeb6b7
00-0039364,VakiSi00,Sione Vaki,sione vaki,2001-07-30,Utah,YAMP_62cde6354c27
BOS537427,BostJo21,John Bostic,john bostic,1962-10-06,Bethune-Cookman College,YAMP_62d054764669
00-0014358,SappWa00,Warren Sapp,warren sapp,1972-12-19,Miami,YAMP_62d21a7b0b59
BRO783564,BrowJi20,Jim Browne,jim browne,1962-03-16,Boston College; Northwestern,YAMP_62d2a61fb8bb
00-0031353,SchoMi00,Michael Schofield,michael schofield,1990-11-15,Michigan,YAMP_62d9ac7e100a
COR404643,CormJo20,Joe Cormier,joe cormier,1963-05-03,USC,YAMP_62ddc44b4f19
,,Michael Andrews,michael andrews,,Alcorn St.,YAMP_62e2966e070a
00-0040337,PancEl00,Eli Pancol,eli pancol,2000-07-07,Duke,YAMP_62e5c8469bbf
00-0039543,KeytRa00,Ramel Keyton,ramel keyton,2000-09-14,Tennessee,YAMP_62eb4bc519f2
LUC041702,,Anthony Lucas,anthony lucas,2004-10-08,USC; Texas A&M,YAMP_62f22b3766a4
HAR316270,,Maurice Harrell,maurice harrell,1972-04-10,Georgia,YAMP_62fad23e9a9b
00-0023043,TreaAh20,Ahmad Treaudo,ahmad treaudo,1982-04-15,Southern; Delta State University,YAMP_62fc9536e37b
00-0033258,DaniDa02,Darrell Daniels,darrell daniels,1994-11-22,Washington,YAMP_62fd6fcc2094
00-0029351,ParkCo01,Colin Parker,colin parker,1989-05-06,Arizona State,YAMP_630340756bcb
00-0027651,McClDe00,Dexter McCluster,dexter mccluster,1988-08-25,Mississippi,YAMP_630723487af1
00-0026566,RedmIs20,Isaac Redman,isaac redman,1984-11-10,Bowie State,YAMP_630923c8996c
00-0023453,JameEr20,Erasmus James,erasmus james,1982-11-04,Wisconsin,YAMP_630a168138da
00-0023576,NashDa00,Damien Nash,damien nash,1982-04-14,Missouri; Coffeyville CC,YAMP_630ef70def96
,,Theodore Johnson,theodore johnson,,Penn State,YAMP_630f1a393a8a
00-0036092,LeweBr00,Brian Lewerke,brian lewerke,1996-10-24,Michigan State,YAMP_630f1c8aff59
00-0037754,PetiNi00,Nicholas Petit-Frere,nicholas petit-frere,1999-09-15,Ohio State,YAMP_63119a28342b
00-0039156,BrenJu00,Julius Brents,julius brents,2000-01-18,Kansas State,YAMP_6313441dbd29
JAC352092,JackLe20,Leonard Jackson,leonard jackson,1964-10-05,Oklahoma State,YAMP_63169a09c8b1
00-0029735,VegaJa00,Jason Vega,jason vega,1987-05-30,"Northeastern University, Mass",YAMP_6319329f2ce9
00-0030021,UngaJ.00,J.J. Unga,j.j. unga,1987-01-05,Midwestern State,YAMP_631b3e590d2f
00-0036801,MillBr05,Bryan Mills,bryan mills,1999-08-03,North Carolina Central,YAMP_631c4421f090
QUI664464,QuinMa20,Marcus Quinn,marcus quinn,1959-06-27,LSU,YAMP_631d63e240ee
00-0025837,,Russ Weil,russ weil,1985-07-03,Illinois,YAMP_631e218a1153
00-0024622,,Jerry Mackey,jerry mackey,1984-09-20,Syracuse,YAMP_631ed10bba02
00-0023701,,Brandon Childress,brandon childress,1982-03-31,Ohio State,YAMP_631f0f48ae3a
00-0008279,JaroIl20,Ilia Jarostchuk,ilia jarostchuk,1964-08-01,New Hampshire,YAMP_6324e19529df
00-0039904,MorgJo03,Jordan Morgan,jordan morgan,2001-08-04,Arizona,YAMP_63259b05859c
00-0026622,RamsAn20,Andre Ramsey,andre ramsey,1987-07-24,Ball State,YAMP_6325dc3a4ac8
ROA474616,RoacTr20,Travis Roach,travis roach,1950-03-18,Texas,YAMP_632677b5421e
00-0023316,VentRa20,Raymond Ventrone,raymond ventrone,1982-10-21,Villanova,YAMP_6326809dec8d
00-0019848,McFaMa20,Marques McFadden,marques mcfadden,1978-09-12,Arizona,YAMP_6326e293f768
00-0027883,MisiKo99,Koa Misi,koa misi,1987-01-17,Utah; Santa Rosa,YAMP_632970a0eb55
,,George Jr. Mira,george jr. mira,,Miami (FL),YAMP_632ad53b74b8
00-0006266,GrayCe20,Cecil Gray,cecil gray,1968-02-16,North Carolina,YAMP_632b1e44ce89
CAL083058,CaldAl20,Alan Caldwell,alan caldwell,1956-05-22,North Carolina,YAMP_632c847d1d9a
,PattKy00,Kyle Patterson,kyle patterson,,Air Force,YAMP_632ccb4007dc
FOS652597,FostRo20,Ron Foster,ron foster,1963-11-25,California State-Northridge,YAMP_632f74dd914c
00-0033703,MoorCh01,Charmeachealle Moore,charmeachealle moore,1993-01-30,Kansas State,YAMP_633805516282
00-0029422,TandKe00,Keith Tandy,keith tandy,1989-02-12,West Virginia,YAMP_63386ee9e217
00-0006526,GuesTe00,Terry Guess,terry guess,1974-09-22,Gardner-Webb; Georgia Military,YAMP_633be22def20
00-0004531,DresCh00,Chris Dressel,chris dressel,1961-02-07,Stanford,YAMP_633bf1f03aaa
00-0036471,SextMa00,Mathew Sexton,mathew sexton,1997-10-17,Eastern Michigan,YAMP_633c0feffa0c
00-0025456,DaviBu99,Buster Davis,buster davis,1983-10-20,Florida State,YAMP_633cfe14156b
00-0032947,YounAv01,Avery Young,avery young,1992-11-12,Auburn,YAMP_633f49193ef7
00-0019397,LamoNo20,Noel LaMontagne,noel lamontagne,1977-03-09,Virginia,YAMP_63434a0f61a5
00-0032552,BarnAd01,Adairius Barnes,adairius barnes,1994-04-30,Louisiana Tech,YAMP_634645a786f2
00-0023505,CrowCh20,Channing Crowder,channing crowder,1983-12-02,Florida,YAMP_634af8a075f5
WAL203643,WalkJi20,Jimmy Walker,jimmy walker,1957-12-30,Arkansas,YAMP_634b88955a85
00-0031173,WatkJa01,Jaylen Watkins,jaylen watkins,1991-11-27,Florida,YAMP_634cef96094a
00-0002359,BurtLe20,Leonard Burton,leonard burton,1964-06-18,South Carolina; Northwest Mississippi CC,YAMP_634d5253d892
KAD415290,KadiMi20,Mike Kadish,mike kadish,1950-05-27,Notre Dame,YAMP_634f0c24a3ee
00-0022640,ChapKo00,Kory Chapman,kory chapman,1980-07-13,Jacksonville State; Northwest Mississippi CC,YAMP_6357d7c723b7
MCN588319,McNePa00,Pat McNeil,pat mcneil,1954-02-28,Baylor,YAMP_635932cb1486
00-0012542,PariBu20,Bubba Paris,bubba paris,1960-10-06,Michigan,YAMP_6359fcf60038
,,Jeff Rodgers,jeff rodgers,,Texas A&M-Kingsville,YAMP_635af6792897
LIV207645,LiviBr20,Bruce Livingston,bruce livingston,1963-08-07,Arkansas Tech University,YAMP_635db10c981a
WIL481419,WillRe20,Reggie Williams,reggie williams,1954-09-19,Dartmouth,YAMP_635e659f01d9
00-0028911,BrooDe01,Derrius Brooks,derrius brooks,1988-05-29,Western Kentucky,YAMP_6361939c6812
00-0026802,,Josh Leonard,josh leonard,1987-07-22,Hawaii,YAMP_63622635005b
00-0040007,BookTy00,Tyler Booker,tyler booker,2004-04-12,Alabama,YAMP_6362d7c79b6d
HIL800874,HiltRo20,Roy Hilton,roy hilton,1943-03-23,Jackson State University,YAMP_63638f28909a
00-0000241,AllrBr20,Brian Allred,brian allred,1969-03-16,Sacramento State; Allan Hancock College,YAMP_63645bdf53ea
00-0030798,WardEr00,Eric Ward,eric ward,1990-07-24,Texas Tech,YAMP_6367c540dadd
00-0027794,WallJa99,Jamar Wall,jamar wall,1988-01-10,Texas Tech,YAMP_636e91ff4b3b
00-0040185,SiglMa00,Marques Sigle,marques sigle,2002-07-18,Kansas State; North Dakota State,YAMP_636e976ebb02
00-0006105,GoodKe20,Kelly Goodburn,kelly goodburn,1962-04-14,Iowa State; Emporia State University,YAMP_636fc93df02a
00-0037537,KiddLe00,Lewis Kidd,lewis kidd,1997-09-15,Montana State,YAMP_637090f1b8c9
00-0021711,,Spencer Frederick,spencer frederick,1979-04-28,Montana,YAMP_6370d11eeef1
00-0010381,MariBr00,Brock Marion,brock marion,1970-06-11,Nevada,YAMP_63770bdc7389
00-0039800,JameDJ00,DJ James,dj james,2001-03-05,Auburn; Oregon,YAMP_63805c980fe3
00-0033894,WillMa06,Marcus Williams,marcus williams,1996-09-08,Utah,YAMP_6387bed4ba0f
,DaviZa00,Zach Davidson,zach davidson,,Central Missouri State,YAMP_6388c120d779
00-0020146,,Delvin Hughley,delvin hughley,1978-04-18,Jacksonville State,YAMP_638bbd26b298
00-0023570,WillRo05,Roydell Williams,roydell williams,1981-03-14,Tulane,YAMP_638cf2935319
COO007192,,Pat Coogan,pat coogan,2002-11-18,Indiana; Notre Dame,YAMP_638e1236ea57
00-0000536,AuzeTr20,Troy Auzenne,troy auzenne,1969-06-26,California,YAMP_638e45faa0ec
00-0019469,BarrDa22,David Barrett,david barrett,1977-12-22,Arkansas,YAMP_63904ce00c29
00-0036937,AdebPa00,Paulson Adebo,paulson adebo,1999-07-03,Stanford,YAMP_63944a6523bc
00-0014401,SawyTa20,Talance Sawyer,talance sawyer,1976-06-14,UNLV,YAMP_63964728994e
00-0019008,WaerJo00,John Waerig,john waerig,1976-04-08,Maryland; Wisconsin,YAMP_6397bb1a11f9
00-0004554,,Demetrius DuBose,demetrius dubose,1971-03-23,Notre Dame,YAMP_639a5c3161b3
00-0023965,StutBo00,Boone Stutz,boone stutz,1982-11-04,Texas A&M; Alabama,YAMP_639abd65d98f
00-0024673,HerrDa99,David Herron,david herron,1984-06-17,Michigan State,YAMP_639dacb6ea46
HAL157846,,Aaron Hall,aaron hall,2003-04-18,Duke,YAMP_639f4023c449
00-0027762,JoneRe99,Reshad Jones,reshad jones,1988-02-25,Georgia,YAMP_63a026ae7579
,,Brian Smider,brian smider,,West Virginia,YAMP_63a0da83eede
00-0029507,BryaD.00,D.J. Bryant,d.j. bryant,1989-03-03,James Madison,YAMP_63a3643bec61
00-0027929,IhenCa00,Carl Ihenacho,carl ihenacho,1988-05-28,San Jose State,YAMP_63a748d1e615
00-0006965,HarrKe21,Kenny Harris,kenny harris,1975-04-25,N.C. State,YAMP_63aa4bb83e99
00-0032128,ConlCh00,Chris Conley,chris conley,1992-10-25,Georgia,YAMP_63abadaacbf8
00-0001508,BorgJo20,Jocelyn Borgella,jocelyn borgella,1971-08-26,Cincinnati,YAMP_63ae295b0aa2
00-0037001,MeinQu02,Quinn Meinerz,quinn meinerz,1998-11-15,Wisconsin-Whitewater,YAMP_63b264bc974e
00-0036270,MartKa01,Kamal Martin,kamal martin,1998-06-17,Minnesota,YAMP_63b328ff28ca
00-0022027,KingKl00,Kliff Kingsbury,kliff kingsbury,1979-08-09,Texas Tech,YAMP_63bb6770acda
,,John Meyer,john meyer,,Arizona St.,YAMP_63bec70171f9
00-0018118,WisdTe20,Terrence Wisdom,terrence wisdom,1971-12-04,Syracuse,YAMP_63c033046c80
LON448960,LongMe20,Mel Long,mel long,1946-11-22,Toledo,YAMP_63c229820ead
WIL403875,WillKe01,Keith Williams,keith williams,1964-09-30,Missouri State,YAMP_63c2e01a52b6
00-0029795,CunnBe01,Benny Cunningham,benny cunningham,1990-07-07,Middle Tennessee State,YAMP_63c98904e953
00-0020305,FeelA.00,A.J. Feeley,a.j. feeley,1977-05-16,Oregon,YAMP_63c99dcd6c01
00-0027795,GettDa00,David Gettis,david gettis,1987-08-27,Baylor,YAMP_63cdf5c5d86f
00-0031990,PersBr00,Brandon Person,brandon person,1991-08-09,Tiffin,YAMP_63ce5896cdf3
00-0016604,TregBr20,Brian Treggs,brian treggs,1970-06-11,California,YAMP_63d676291f65
00-0026186,SimpJe00,Jerome Simpson,jerome simpson,1986-02-04,Coastal Carolina,YAMP_63d6867c16d6
00-0038635,JoneAn02,Andre Jones Jr.,andre jones,1998-10-25,Louisiana-Lafayette,YAMP_63dd49b8213d
FRA303209,FranJo00,John Frank,john frank,1962-04-17,Ohio State,YAMP_63e73148679d
00-0000599,,Mario Bailey,mario bailey,1970-11-30,Washington,YAMP_63ea0583f531
00-0038587,RobiJa03,Jammie Robinson,jammie robinson,2001-01-24,Florida State,YAMP_63f132a44eea
00-0022222,McFaDy20,Dylan McFarland,dylan mcfarland,1980-07-11,Montana,YAMP_63f3a7ccd460
,,Ed Miller,ed miller,,Pittsburgh,YAMP_63f88136a158
DUR738296,DurrMi20,Michael Durrette,michael durrette,1957-08-11,West Virginia; Ferrum College,YAMP_63fa4d994c8e
00-0022990,,Kyle Wallace,kyle wallace,1983-03-03,Georgia Tech,YAMP_63fae9389e99
,,Kevin Brown,kevin brown,,Northwestern,YAMP_63fb2df9152e
,,Lance Lewis,lance lewis,,Nebraska,YAMP_63fc99d647f6
KEN398676,KennJi00,Jimmie Kennedy,jimmie kennedy,1952-07-30,Colorado State; Hiram College,YAMP_64006932dd00
00-0036495,VaugTy00,Tyler Vaughns,tyler vaughns,1997-06-01,USC,YAMP_6400a2bfc928
00-0033503,MaulAr00,Arthur Maulet,arthur maulet,1993-07-13,Memphis; Copiah-Lincoln Junior College,YAMP_640308b59620
00-0031738,CurrJu00,Justin Currie,justin currie,1993-09-19,Western Michigan,YAMP_6404533e3eff
00-0032616,KoehMa00,Marshall Koehn,marshall koehn,1992-08-29,Iowa,YAMP_640a11dbb6e4
00-0032663,CalhTa01,Taveze Calhoun,taveze calhoun,1992-12-26,Mississippi State,YAMP_640eb09247de
STA626336,StarJo20,John Starnes,john starnes,1962-12-25,North Texas,YAMP_640ee47380e4
HAR645450,HarrAn22,Anthony Harrison,anthony harrison,1965-09-26,Georgia Tech,YAMP_6412932a7b6d
00-0005721,GallMi20,Mitchell Galloway,mitchell galloway,1974-10-08,East Carolina,YAMP_6412f7bba3fb
BUR454802,BurnDa21,Dave Burnette,dave burnette,1961-03-24,Arkansas; Central Arkansas,YAMP_641371eb14a9
00-0025531,HarrBr99,Brandon Harrison,brandon harrison,1984-04-29,Stanford,YAMP_641d78bca8c2
00-0032631,DorlMa00,Makinton Dorleant,makinton dorleant,1992-10-06,Northern Iowa; Maryland,YAMP_641deb020e4b
00-0031862,JoneTa01,Taiwan Jones,taiwan jones,1993-12-01,Michigan State,YAMP_641eaf525689
,,Bob Craighead,bob craighead,,La-Monroe,YAMP_641f16816aaa
THO127302,ThomEa00,Earl Thomas,earl thomas,1948-10-04,Houston,YAMP_64210520cacc
,,Dave Teggart,dave teggart,,Connecticut,YAMP_6421430f3276
00-0024225,LeinMa00,Matt Leinart,matt leinart,1983-05-11,USC,YAMP_6425f76bc46e
MAR227168,MarkJe20,Jeff Markland,jeff markland,1965-11-16,Illinois; Pierce College,YAMP_642aafe8dc83
AVE581406,AverKe20,Ken Avery,ken avery,1944-05-23,Southern Mississippi,YAMP_642b91267c98
00-0033463,LawsCa00,Carl Lawson,carl lawson,1995-06-29,Auburn,YAMP_642fc687cf8a
00-0030395,JoneDo02,Don Jones,don jones,1990-05-14,Arkansas State; Mississippi Gulf Coast CC,YAMP_64300e1cc67f
00-0007266,,David Hendrix,david hendrix,1972-05-29,Georgia Tech,YAMP_6433f3774123
GRE391386,GreeWo00,Woody Green,woody green,1951-06-20,Arizona State,YAMP_6434866a8900
00-0027614,BillMo00,Montez Billings,montez billings,1986-06-15,Auburn,YAMP_6438af6a70e5
00-0013644,RiceSi00,Simeon Rice,simeon rice,1974-02-24,Illinois,YAMP_643cccad7353
BEL781680,BeltHo00,Horace Belton,horace belton,1955-07-16,Southeastern Louisiana,YAMP_6440c1f59a8c
CRA243096,CraiPa20,Paco Craig,paco craig,1965-02-02,UCLA,YAMP_64425295e3aa
,,Rodney Lowe,rodney lowe,,Mississippi,YAMP_6443a51fc4d2
,,Terry Strouf,terry strouf,,Wisconsin–LaCrosse,YAMP_6443b6765f7f
SCO310222,ScotGa01,Garrett Scott,garrett scott,1991-11-14,Marshall,YAMP_6443f8d84f94
00-0030318,GeatKw00,Kwame Geathers,kwame geathers,1990-10-04,Georgia,YAMP_644503562238
00-0020485,BerlEd00,Eddie Berlin,eddie berlin,1978-01-14,Northern Iowa,YAMP_644593dbbcbe
00-0040330,HeniSe00,Seth Henigan,seth henigan,2003-03-10,Memphis,YAMP_6445dc52e229
00-0021638,LyncJa20,James Lynch,james lynch,1982-06-17,Maryland,YAMP_644792414d70
00-0027981,RudoKy00,Kyle Rudolph,kyle rudolph,1989-11-09,Notre Dame,YAMP_644c7ecb8488
00-0028958,HarkCo00,Cory Harkey,cory harkey,1990-06-17,UCLA,YAMP_644e22f8feea
00-0031613,HerrAm00,Amarlo Herrera,amarlo herrera,1991-09-20,Georgia,YAMP_644e24399c0f
,,Mark Berry,mark berry,,Texas,YAMP_644f9d9d0eb3
00-0039286,,Marcus Riley,marcus riley,1999-05-09,Florida A&M; Bethune-Cookman College,YAMP_6453fc010219
00-0025917,HallBr01,Bruce Hall,bruce hall,1985-03-18,Mississippi; Troy; Wake Forest,YAMP_645586e54ceb
,,Jerrard Tarrant,jerrard tarrant,,Georgia Tech,YAMP_64581b79ef36
00-0016826,VandMa20,Mark Vander Poel,mark vander poel,1968-03-05,Colorado,YAMP_645c277a8193
00-0023863,,Justin McCullum,justin mccullum,1982-10-05,Stanford,YAMP_645e73a83192
00-0027460,EnglAu00,Auston English,auston english,1987-03-10,Oklahoma,YAMP_64643d9c07fa
00-0032219,HollGe00,Gerod Holliman,gerod holliman,1994-05-06,Louisville,YAMP_646483fbf1d7
HAR055939,HardGr20,Greg Harding,greg harding,1960-07-31,Nicholls State,YAMP_64662c4b9802
00-0032433,MurpKy00,Kyle Murphy,kyle murphy,1993-12-11,Stanford,YAMP_646680486dde
00-0031926,,Dan Pettinato,dan pettinato,1992-04-24,Arizona,YAMP_64671cebd126
,,Russell Davis,russell davis,,Idaho,YAMP_64672e60d411
00-0006505,GrowMo20,Monty Grow,monty grow,1971-09-04,Florida,YAMP_646c366d9618
00-0039580,YounCr00,Craig Young,craig young,2001-03-13,Kansas; Ohio State,YAMP_647117511a7e
00-0002401,ButlBo21,Bobby Butler,bobby butler,1959-05-28,Florida State,YAMP_64714318d3fa
DAW622932,DawsLe00,Len Dawson,len dawson,1935-06-20,Purdue,YAMP_6473eabd1f7b
00-0033771,HatlRi00,Rickey Hatley,rickey hatley,1994-03-29,Missouri,YAMP_6478cd2f5884
RIC458240,RichGl00,Gloster Richardson,gloster richardson,1942-07-18,Jackson State University,YAMP_64792cad9298
00-0002143,,Keif Bryant,keif bryant,1973-03-12,Rutgers,YAMP_647ce7b29a24
00-0036274,OkudJe00,Jeff Okudah,jeff okudah,1999-02-02,Ohio State,YAMP_6487f11dd985
CUP276861,CuppKe20,Keith Cupp,keith cupp,1964-06-20,Findlay,YAMP_64880b71bedd
00-0004073,DawkBr00,Brian Dawkins,brian dawkins,1973-10-13,Clemson,YAMP_6489a7b7a765
,,Carlo Cheattom,carlo cheattom,,Auburn,YAMP_6489ffc691ad
00-0034808,KellJo00,John Kelly,john kelly,1996-10-04,Tennessee,YAMP_648a0a1410f1
00-0023447,BrowJa55,Jammal Brown,jammal brown,1981-03-30,Oklahoma,YAMP_648ee5cff255
00-0018246,WootTi20,Tito Wooten,tito wooten,1971-12-12,Louisiana-Monroe; North Carolina,YAMP_6493f45ca51b
WEL470662,WellKe20,Kent Wells,kent wells,1967-07-25,Nebraska,YAMP_6494fd03ec1e
00-0037081,JoneBr08,Braxton Jones,braxton jones,1999-03-27,Southern Utah State,YAMP_6499039adb2c
COD207645,CodeRo20,Ron Coder,ron coder,1954-05-24,Penn State,YAMP_649a68d6e1de
BEI553720,BeirJi00,Jim Beirne,jim beirne,1946-10-15,Purdue,YAMP_649c5e6799e1
00-0030217,LeliTi00,Tim Lelito,tim lelito,1989-07-21,Grand Valley,YAMP_649fc272dd9c
00-0031287,MurrAa00,Aaron Murray,aaron murray,1990-11-10,Georgia,YAMP_64a2856df4c6
00-0034944,HansCh02,Chase Hansen,chase hansen,1993-05-20,Utah,YAMP_64a3130945fd
TUR659016,TurnRi21,Ricky Turner,ricky turner,1962-05-14,Washington State,YAMP_64a3c154b889
00-0034090,MoorSk00,Skai Moore,skai moore,1995-01-08,South Carolina,YAMP_64a3f6193561
SMI215760,SmitDo22,Don Smith,don smith,1957-05-09,Miami,YAMP_64a6ac20f923
00-0025457,HarrRy20,Ryan Harris,ryan harris,1985-03-11,Notre Dame,YAMP_64a71d01c925
00-0039145,TippJo00,Joe Tippmann,joe tippmann,2001-03-24,Wisconsin,YAMP_64a980aff904
CRA729288,CrawRu20,Rufus Crawford,rufus crawford,1955-05-21,Virginia State,YAMP_64ac4eb3ac29
FRO166116,FrohBi20,Bill Frohbose,bill frohbose,1952-05-20,Miami,YAMP_64ac5a6f5bb8
00-0000860,BassRo20,Robert Bass,robert bass,1970-11-10,Miami; Nassau CC,YAMP_64ad60464958
00-0035728,WadeCh01,Christian Wade,christian wade,1991-05-15,,YAMP_64aefdd8ae70
